2025-04-14 14:58:30.3862 | DEBUG | Microsoft.AspNetCore.Mvc.ModelBinding.ModelBinderFactory | Registered model binder providers, in the following order: Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BinderTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ServicesModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BodyModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.HeaderModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FloatingPointTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.EnumTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DateTimeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.TryParseModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CancellationTokenModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ByteArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormFileModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormCollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.KeyValuePairModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DictionaryModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ComplexObjectModelBinderProvider 
2025-04-14 14:58:30.5983 | DEBUG | Microsoft.Extensions.Hosting.Internal.Host | Hosting starting 
2025-04-14 14:58:30.6612 | INFO | Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager | User profile is available. Using 'C:\Users\elizz\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. 
2025-04-14 14:58:30.6824 | DEBUG | Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository | Reading data from file 'C:\Users\elizz\AppData\Local\ASP.NET\DataProtection-Keys\key-2ecccfa8-3bb9-4395-8742-1987322aa0e1.xml'. 
2025-04-14 14:58:30.7243 | DEBUG | Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository | Reading data from file 'C:\Users\elizz\AppData\Local\ASP.NET\DataProtection-Keys\key-6601c619-e98f-4730-94cd-33e7ae3916a5.xml'. 
2025-04-14 14:58:30.7666 | DEBUG | Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager | Found key {2ecccfa8-3bb9-4395-8742-1987322aa0e1}. 
2025-04-14 14:58:30.7780 | DEBUG | Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager | Found key {6601c619-e98f-4730-94cd-33e7ae3916a5}. 
2025-04-14 14:58:30.7780 | DEBUG | Microsoft.AspNetCore.DataProtection.KeyManagement.DefaultKeyResolver | Considering key {6601c619-e98f-4730-94cd-33e7ae3916a5} with expiration date 2025-06-22 15:33:20Z as default key. 
2025-04-14 14:58:30.7974 | DEBUG | Microsoft.AspNetCore.DataProtection.TypeForwardingActivator | Forwarded activator type request from Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Version=8.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60 
2025-04-14 14:58:30.7974 | DEBUG | Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor | Decrypting secret element using Windows DPAPI. 
2025-04-14 14:58:30.7974 | DEBUG | Microsoft.AspNetCore.DataProtection.TypeForwardingActivator | Forwarded activator type request from Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Version=8.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60 
2025-04-14 14:58:30.8105 | DEBUG | Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.CngCbcAuthenticatedEncryptorFactory | Opening CNG algorithm 'AES' from provider '(null)' with chaining mode CBC. 
2025-04-14 14:58:30.8105 | DEBUG | Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.CngCbcAuthenticatedEncryptorFactory | Opening CNG algorithm 'SHA256' from provider '(null)' with HMAC. 
2025-04-14 14:58:30.8105 | DEBUG | Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider | Using key {6601c619-e98f-4730-94cd-33e7ae3916a5} as the default key. 
2025-04-14 14:58:30.8105 | DEBUG | Microsoft.AspNetCore.DataProtection.Internal.DataProtectionHostedService | Key ring with default key {6601c619-e98f-4730-94cd-33e7ae3916a5} was loaded during application startup. 
2025-04-14 14:58:31.3840 | INFO | Microsoft.Hosting.Lifetime | Now listening on: https://localhost:7256 
2025-04-14 14:58:31.3840 | INFO | Microsoft.Hosting.Lifetime | Now listening on: http://localhost:5031 
2025-04-14 14:58:31.3840 | DEBUG | Microsoft.AspNetCore.Hosting.Diagnostics | Loaded hosting startup assembly CarRental 
2025-04-14 14:58:31.3840 | DEBUG | Microsoft.AspNetCore.Hosting.Diagnostics | Loaded hosting startup assembly Microsoft.WebTools.ApiEndpointDiscovery 
2025-04-14 14:58:31.3840 | DEBUG | Microsoft.AspNetCore.Hosting.Diagnostics | Loaded hosting startup assembly Microsoft.AspNetCore.Watch.BrowserRefresh 
2025-04-14 14:58:31.3840 | DEBUG | Microsoft.AspNetCore.Hosting.Diagnostics | Loaded hosting startup assembly Microsoft.WebTools.BrowserLink.Net 
2025-04-14 14:58:31.6056 | INFO | Microsoft.Hosting.Lifetime | Application started. Press Ctrl+C to shut down. 
2025-04-14 14:58:31.6097 | INFO | Microsoft.Hosting.Lifetime | Hosting environment: Development 
2025-04-14 14:58:31.6097 | INFO | Microsoft.Hosting.Lifetime | Content root path: C:\Users\elizz\OneDrive\Pulpit\CarRental\CarRental\CarRental 
2025-04-14 14:58:31.6097 | DEBUG | Microsoft.Extensions.Hosting.Internal.Host | Hosting started 
2025-04-14 14:58:31.8109 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HNBRAG7IC1CD" accepted. 
2025-04-14 14:58:31.8109 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HNBRAG7IC1CC" accepted. 
2025-04-14 14:58:31.8109 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HNBRAG7IC1CC" started. 
2025-04-14 14:58:31.8109 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HNBRAG7IC1CD" started. 
2025-04-14 14:58:32.6857 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HNBRAG7IC1CE" accepted. 
2025-04-14 14:58:32.6931 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HNBRAG7IC1CE" started. 
2025-04-14 14:58:32.8063 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware | Connection 0HNBRAG7IC1CE established using the following protocol: Tls12 
2025-04-14 14:58:33.1240 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HNBRAG7IC1CE" sending SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2025-04-14 14:58:33.1347 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HNBRAG7IC1CE" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2025-04-14 14:58:33.1356 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HNBRAG7IC1CE" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2025-04-14 14:58:33.1356 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HNBRAG7IC1CE" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2025-04-14 14:58:33.1356 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HNBRAG7IC1CE" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
